dataset	record_type	gate	biological_unit	rabbit_id	condition_or_day	module	selected_cell_count	module_score	injured_minus_control_residual	day7_mean_residual	day28_mean_residual	cross_sectional_day7_minus_day28	direction
GSE328779	eye_score	NEGSEL_PERMISSIVE	GSM9689608	594E	Day7_Control	ECM remodeling	8908.0	-0.029768369612680295					
GSE328779	eye_score	NEGSEL_PERMISSIVE	GSM9689608	594E	Day7_Control	Keratocyte-associated identity	8908.0	0.20729024298056603					
GSE328779	eye_score	NEGSEL_PERMISSIVE	GSM9689608	594E	Day7_Control	Inflammation-associated response	8908.0	-0.04873116373563145					
GSE328779	eye_score	NEGSEL_PERMISSIVE	GSM9689608	594E	Day7_Control	Collagen	8908.0	0.15193704526590388					
GSE328779	eye_score	NEGSEL_PERMISSIVE	GSM9689609	616E	Day7_Control	Contractile	6275.0	0.020428705026035665					
GSE328779	eye_score	NEGSEL_PERMISSIVE	GSM9689609	616E	Day7_Control	Matricellular	6275.0	0.0006358292439683583					
GSE328779	eye_score	NEGSEL_PERMISSIVE	GSM9689609	616E	Day7_Control	LOX/LOXL2	6275.0	0.08599211059101947					
GSE328779	eye_score	NEGSEL_PERMISSIVE	GSM9689609	616E	Day7_Control	ECM remodeling	6275.0	-0.06805681961449002					
GSE328779	eye_score	NEGSEL_PERMISSIVE	GSM9689609	616E	Day7_Control	Keratocyte-associated identity	6275.0	0.04398121745959041					
GSE328779	eye_score	NEGSEL_PERMISSIVE	GSM9689609	616E	Day7_Control	Inflammation-associated response	6275.0	-0.1463073816324635					
GSE328779	eye_score	NEGSEL_PERMISSIVE	GSM9689609	616E	Day7_Control	Collagen	6275.0	0.14747426223167118					
GSE328779	eye_score	NEGSEL_PERMISSIVE	GSM9689610	595E	Day28_FI	Contractile	6606.0	0.04007688228651482					
GSE328779	eye_score	NEGSEL_PERMISSIVE	GSM9689610	595E	Day28_FI	Matricellular	6606.0	0.04616895191101053					
GSE328779	eye_score	NEGSEL_PERMISSIVE	GSM9689610	595E	Day28_FI	LOX/LOXL2	6606.0	0.19889861348777715					
GSE328779	eye_score	NEGSEL_PERMISSIVE	GSM9689610	595E	Day28_FI	ECM remodeling	6606.0	-0.01566073937204454					
GSE328779	eye_score	NEGSEL_PERMISSIVE	GSM9689610	595E	Day28_FI	Keratocyte-associated identity	6606.0	0.22563692467414137					
GSE328779	eye_score	NEGSEL_PERMISSIVE	GSM9689610	595E	Day28_FI	Inflammation-associated response	6606.0	-0.024264397820184722					
GSE328779	eye_score	NEGSEL_PERMISSIVE	GSM9689610	595E	Day28_FI	Collagen	6606.0	0.30376162493739456					
GSE328779	eye_score	NEGSEL_PERMISSIVE	GSM9689611	596E	Day28_FI	Contractile	3727.0	0.047465056439559325					
GSE328779	eye_score	NEGSEL_PERMISSIVE	GSM9689611	596E	Day28_FI	Matricellular	3727.0	0.02245950452258105					
GSE328779	eye_score	NEGSEL_PERMISSIVE	GSM9689611	596E	Day28_FI	LOX/LOXL2	3727.0	0.08372501394424546					
GSE328779	eye_score	NEGSEL_PERMISSIVE	GSM9689611	596E	Day28_FI	ECM remodeling	3727.0	0.06762427900343711					
GSE328779	eye_score	NEGSEL_PERMISSIVE	GSM9689611	596E	Day28_FI	Keratocyte-associated identity	3727.0	0.13354475930522278					
GSE328779	eye_score	NEGSEL_PERMISSIVE	GSM9689611	596E	Day28_FI	Inflammation-associated response	3727.0	0.005178609078605907					
GSE328779	eye_score	NEGSEL_PERMISSIVE	GSM9689611	596E	Day28_FI	Collagen	3727.0	0.21801194171216876					
GSE328779	eye_score	NEGSEL_PERMISSIVE	GSM9689612	595E	Day28_Control	Contractile	4504.0	0.020142248384842482					
GSE328779	eye_score	NEGSEL_PERMISSIVE	GSM9689612	595E	Day28_Control	Matricellular	4504.0	0.03387424795837887					
GSE328779	eye_score	NEGSEL_PERMISSIVE	GSM9689612	595E	Day28_Control	LOX/LOXL2	4504.0	0.1275446129006478					
GSE328779	eye_score	NEGSEL_PERMISSIVE	GSM9689612	595E	Day28_Control	ECM remodeling	4504.0	-0.07704503594293986					
GSE328779	eye_score	NEGSEL_PERMISSIVE	GSM9689612	595E	Day28_Control	Keratocyte-associated identity	4504.0	0.16760116404366218					
GSE328779	eye_score	NEGSEL_PERMISSIVE	GSM9689612	595E	Day28_Control	Inflammation-associated response	4504.0	-0.08188307705141475					
GSE328779	eye_score	NEGSEL_PERMISSIVE	GSM9689612	595E	Day28_Control	Collagen	4504.0	0.1899382839834231					
GSE328779	eye_score	NEGSEL_PERMISSIVE	GSM9689613	596E	Day28_Control	Contractile	4097.0	0.046231334138023786					
GSE328779	eye_score	NEGSEL_PERMISSIVE	GSM9689613	596E	Day28_Control	Matricellular	4097.0	0.07141121112388893					
GSE328779	eye_score	NEGSEL_PERMISSIVE	GSM9689613	596E	Day28_Control	LOX/LOXL2	4097.0	0.10044128475182143					
GSE328779	eye_score	NEGSEL_PERMISSIVE	GSM9689613	596E	Day28_Control	ECM remodeling	4097.0	0.06630573387311862					
GSE328779	eye_score	NEGSEL_PERMISSIVE	GSM9689613	596E	Day28_Control	Keratocyte-associated identity	4097.0	0.09580456037593865					
GSE328779	eye_score	NEGSEL_PERMISSIVE	GSM9689613	596E	Day28_Control	Inflammation-associated response	4097.0	-0.02409050851366567					
GSE328779	eye_score	NEGSEL_PERMISSIVE	GSM9689613	596E	Day28_Control	Collagen	4097.0	0.23566470363771408					
GSE328779	rabbit_residual	NEGSEL_PERMISSIVE	594E	594E	Day7	Contractile	14881.0		0.3239424524600843				
GSE328779	rabbit_residual	NEGSEL_PERMISSIVE	595E	595E	Day28	Contractile	11110.0		0.019934633901672338				
GSE328779	rabbit_residual	NEGSEL_PERMISSIVE	596E	596E	Day28	Contractile	7824.0		0.0012337223015355392				
GSE328779	rabbit_residual	NEGSEL_PERMISSIVE	616E	616E	Day7	Contractile	12514.0		0.16089594398962562				
GSE328779	gate_summary	NEGSEL_PERMISSIVE	day_group_mean			Contractile				0.24241919822485497	0.010584178101603938	0.23183502012325102	positive
GSE328779	rabbit_residual	NEGSEL_PERMISSIVE	594E	594E	Day7	Matricellular	14881.0		0.11532636762688508				
GSE328779	rabbit_residual	NEGSEL_PERMISSIVE	595E	595E	Day28	Matricellular	11110.0		0.012294703952631658				
GSE328779	rabbit_residual	NEGSEL_PERMISSIVE	596E	596E	Day28	Matricellular	7824.0		-0.048951706601307876				
GSE328779	rabbit_residual	NEGSEL_PERMISSIVE	616E	616E	Day7	Matricellular	12514.0		0.09470092856936072				
GSE328779	gate_summary	NEGSEL_PERMISSIVE	day_group_mean			Matricellular				0.1050136480981229	-0.01832850132433811	0.12334214942246101	positive
GSE328779	rabbit_residual	NEGSEL_PERMISSIVE	594E	594E	Day7	LOX/LOXL2	14881.0		0.20541247397840928				
GSE328779	rabbit_residual	NEGSEL_PERMISSIVE	595E	595E	Day28	LOX/LOXL2	11110.0		0.07135400058712935				
GSE328779	rabbit_residual	NEGSEL_PERMISSIVE	596E	596E	Day28	LOX/LOXL2	7824.0		-0.01671627080757597				
GSE328779	rabbit_residual	NEGSEL_PERMISSIVE	616E	616E	Day7	LOX/LOXL2	12514.0		0.040848472066792846				
GSE328779	gate_summary	NEGSEL_PERMISSIVE	day_group_mean			LOX/LOXL2				0.12313047302260106	0.027318864889776688	0.09581160813282438	positive
GSE328779	rabbit_residual	NEGSEL_PERMISSIVE	594E	594E	Day7	ECM remodeling	14881.0		0.1718748853644218				
GSE328779	rabbit_residual	NEGSEL_PERMISSIVE	595E	595E	Day28	ECM remodeling	11110.0		0.06138429657089532				
GSE328779	rabbit_residual	NEGSEL_PERMISSIVE	596E	596E	Day28	ECM remodeling	7824.0		0.0013185451303184825				
GSE328779	rabbit_residual	NEGSEL_PERMISSIVE	616E	616E	Day7	ECM remodeling	12514.0		0.1655254786086261				
GSE328779	gate_summary	NEGSEL_PERMISSIVE	day_group_mean			ECM remodeling				0.16870018198652395	0.0313514208506069	0.13734876113591704	positive
GSE328779	rabbit_residual	NEGSEL_PERMISSIVE	594E	594E	Day7	Keratocyte-associated identity	14881.0		-0.09331238775711768				
GSE328779	rabbit_residual	NEGSEL_PERMISSIVE	595E	595E	Day28	Keratocyte-associated identity	11110.0		0.05803576063047919				
GSE328779	rabbit_residual	NEGSEL_PERMISSIVE	596E	596E	Day28	Keratocyte-associated identity	7824.0		0.037740198929284124				
GSE328779	rabbit_residual	NEGSEL_PERMISSIVE	616E	616E	Day7	Keratocyte-associated identity	12514.0		0.03328216561543662				
GSE328779	gate_summary	NEGSEL_PERMISSIVE	day_group_mean			Keratocyte-associated identity				-0.030015111070840532	0.047887979779881656	-0.0779030908507222	negative
GSE328779	rabbit_residual	NEGSEL_PERMISSIVE	594E	594E	Day7	Inflammation-associated response	14881.0		0.18295383454037806				
GSE328779	rabbit_residual	NEGSEL_PERMISSIVE	595E	595E	Day28	Inflammation-associated response	11110.0		0.05761867923123003				
GSE328779	rabbit_residual	NEGSEL_PERMISSIVE	596E	596E	Day28	Inflammation-associated response	7824.0		0.029269117592271576				
GSE328779	rabbit_residual	NEGSEL_PERMISSIVE	616E	616E	Day7	Inflammation-associated response	12514.0		0.11869464528170298				
GSE328779	gate_summary	NEGSEL_PERMISSIVE	day_group_mean			Inflammation-associated response				0.15082423991104052	0.0434438984117508	0.10738034149928971	positive
GSE328779	rabbit_residual	NEGSEL_PERMISSIVE	594E	594E	Day7	Collagen	14881.0		0.12301643706585372				
GSE328779	rabbit_residual	NEGSEL_PERMISSIVE	595E	595E	Day28	Collagen	11110.0		0.11382334095397145				
GSE328779	rabbit_residual	NEGSEL_PERMISSIVE	596E	596E	Day28	Collagen	7824.0		-0.017652761925545324				
GSE328779	rabbit_residual	NEGSEL_PERMISSIVE	616E	616E	Day7	Collagen	12514.0		0.06002416604101565				
GSE328779	gate_summary	NEGSEL_PERMISSIVE	day_group_mean			Collagen				0.09152030155343469	0.048085289514213064	0.04343501203922162	positive
